ID,Rating
1,4.71048
2,4.1017
3,4.08218
4,4.99423
5,5.0
6,3.86313
7,3.91437
8,3.28665
9,4.18362
10,2.66381
11,3.94752
12,2.80482
13,2.03883
14,3.81997
15,3.20437
16,3.01019
17,4.07804
18,2.66308
19,3.41002
20,2.48893
21,5.0
22,3.99436
23,4.50058
24,3.49405
25,4.72123
26,2.68845
27,2.32574
28,2.83767
29,3.67166
30,3.63462
31,2.79705
32,2.27754
33,5.0
34,3.06901
35,3.09256
36,2.37359
37,3.69242
38,3.46381
39,2.55427
40,4.26837
41,3.56097
42,3.52123
43,4.77739
44,3.77847
45,2.98358
46,3.54764
47,2.81179
48,3.9087
49,4.09063
50,3.86866
51,4.15557
52,3.00314
53,5.0
54,4.0078
55,4.92058
56,4.08262
57,2.88422
58,3.78238
59,4.11898
60,3.23128
61,4.13872
62,3.34578
63,3.37124
64,3.07896
65,4.24697
66,2.88218
67,3.97669
68,4.20474
69,5.0
70,2.28132
71,3.63561
72,3.2397
73,3.82744
74,4.38535
75,4.18334
76,3.96361
77,4.43985
78,3.48254
79,4.34269
80,4.1622
81,4.6264
82,3.10805
83,3.59044
84,3.36717
85,3.88009
86,4.7517
87,4.74211
88,3.86836
89,3.5471
90,4.91428
91,3.78064
92,4.28022
93,4.29095
94,3.69659
95,4.59193
96,4.48375
97,4.24705
98,3.36134
99,5.0
100,3.79949
101,4.32628
102,4.11033
103,4.56032
104,4.24378
105,3.77353
106,2.95271
107,4.57287
108,4.1151
109,3.5318
110,3.44131
111,4.84819
112,4.31138
113,3.88676
114,3.83202
115,3.32014
116,4.74771
117,3.57086
118,3.78953
119,3.81662
120,4.11849
121,2.48288
122,4.30898
123,3.23883
124,1.74719
125,2.16494
126,4.66804
127,4.26701
128,3.26386
129,2.01636
130,3.99807
131,4.33737
132,2.75394
133,4.42255
134,4.21185
135,4.11786
136,2.88962
137,2.69986
138,3.83294
139,3.86515
140,3.10852
141,3.10608
142,2.17097
143,3.59497
144,2.47908
